,name,review,rating,review1
168,Fisher Price Nesting Action Vehicles,My son got this stacking truck set as a baby gift.  He was able to play with the trucks at about 6 months and they are still played with today (my son will be 2 next month). The overall durability of this toy is great; they look as good as when we got them even after lots of play and being taken along on many trips. I have not seen this toy in any store - so get it here while you still can!  It has been a much used toy and I highly recommend it for your small child.,5,my son got thi stack truck set as a babi gift. he wa abl to play with the truck at about 6 month and they are still play with today (mi son will be 2 next month). the overal durabl of thi toy is great; they look as good as when we got them even after lot of play and be taken along on mani trips. i have not seen thi toy in ani store - so get it here while you still can! it ha been a much use toy and i highli recommend it for your small child.
169,Fisher Price Nesting Action Vehicles,"I bought the cars because they were easy to store, plus they were cars.  What I have found is that I can actually use then in many places since there is more than one vehicle.  Mostly they are easy to pack for a trip.",4,"i bought the car becaus they were easi to store, plu they were cars. what i have found is that i can actual use then in mani place sinc there is more than one vehicle. mostli they are easi to pack for a trip."
170,Fisher Price Nesting Action Vehicles,"My daughter loves these vehicles. She likes to watch them disappear as you stack them inside each other. And she loves to stack them atop of each other. Then she plays with them as cars, and even makes the sounds they make. They are wonderful fun toys, and great to take with you on trips, they are compact!",5,"my daughter love these vehicles. she like to watch them disappear as you stack them insid each other. and she love to stack them atop of each other. then she play with them as cars, and even make the sound they make. they are wonder fun toys, and great to take with you on trips, they are compact!"
171,Fisher Price Nesting Action Vehicles,My son loves this stacking toy. It is much more fun than the stackable rings toy even though he does have that one too. All the boys at our baby group have it and the babies who don\'t always come up to see what it is all about! You can\'t go wrong with this purchase.,5,my son love thi stack toy. it is much more fun than the stackabl ring toy even though he doe have that one too. all the boy at our babi group have it and the babi who don\'t alway come up to see what it is all about! you can\'t go wrong with thi purchase.
172,Fisher Price Nesting Action Vehicles,"I got this toy for my daughter when she was very little.  She really hasn\'t been interested until recently.  Now she loves to put little people inside the cars and look at them through the top.  She lets objects play hide-and-seek under the cars but she really doesn\'t stack them or nest them very much.  I think they are worth the money because they were fairly cheap but she hasn\'t really used them for the intended purpose.  I don\'t think I would buy them again but I certainly wouldn\'t take them back if they were given to me. I think my daughter will use them in different ways with other toys, in the tub or pool or even outside as she grows.  They are extremely durable.",4,"i got thi toy for my daughter when she wa veri little. she realli hasn\'t been interest until recently. now she love to put littl peopl insid the car and look at them through the top. she let object play hide-and-seek under the car but she realli doesn\'t stack them or nest them veri much. i think they are worth the money becaus they were fairli cheap but she hasn\'t realli use them for the intend purpose. i don\'t think i would buy them again but i certainli wouldn\'t take them back if they were given to me. i think my daughter will use them in differ way with other toys, in the tub or pool or even outsid as she grows. they are extrem durable."
173,Fisher Price Nesting Action Vehicles,"Okay, well they don\'t really beep.  (But my 11-month old son loves when we roll these along and SAY &quot;beep beep!&quot;)  At this point, my son\'s favorite aspect of these cars is the little sunroof, siren and ladder on the tops.  He can sit there for ten minutes just flipping the sunroof back and forth!  Go figure!  These cars are super sturdy and have taken quite a beating on our coffee table.  (They\'re in much better shape than the coffee table at this point.)  I love that they nest together so they don\'t take up too much space when they\'re put away.  I also like that he can grow into them once he understands the nesting/stacking part better.  A great toy...gets played with each and every day!",5,"okay, well they don\'t realli beep. (but my 11-month old son love when we roll these along and say &quot;beep beep!&quot;) at thi point, my son\' favorit aspect of these car is the littl sunroof, siren and ladder on the tops. he can sit there for ten minut just flip the sunroof back and forth! go figure! these car are super sturdi and have taken quit a beat on our coffe table. (they\'r in much better shape than the coffe tabl at thi point.) i love that they nest togeth so they don\'t take up too much space when they\'r put away. i also like that he can grow into them onc he understand the nesting/stack part better. a great toy...get play with each and everi day!"
174,Fisher Price Nesting Action Vehicles,"For well over a year my son has enjoyed stacking and playing with these cars. They have held up brilliantly to his abuse - they still look like new. Fun to stack, fun to roll. Clever toy that has been a winner with my son since he was one.",5,"for well over a year my son ha enjoy stack and play with these cars. they have held up brilliantli to hi abus - they still look like new. fun to stack, fun to roll. clever toy that ha been a winner with my son sinc he wa one."
175,Fisher Price Nesting Action Vehicles,"We just bought this for my 9 month old daughter,she loves these cars, loves to turn the wheels and lookat the faces. She especially loves the little green car,it\'s the perfect size to fit in her tiny hand and it rattles.This toy is a hit! I highly recommend it.",5,"we just bought thi for my 9 month old daughter,sh love these cars, love to turn the wheel and lookat the faces. she especi love the littl green car,it\' the perfect size to fit in her tini hand and it rattles.thi toy is a hit! i highli recommend it."
176,Fisher Price Nesting Action Vehicles,My son got this for Christmas and he loves all the cars.  His favorite is the fire truck.  He plays with it for a while.,4,my son got thi for christma and he love all the cars. hi favorit is the fire truck. he play with it for a while.
177,Fisher Price Nesting Action Vehicles,"This is a wonderful toy that is fun, educational, and affordable! The cars are different colors, and each has a different number, 1 - 4, to help a child learn counting and colors. They also stack on top of each other and nest inside of each other.(The nesting feature is great for storage too). Each car has a neat fun feature for little ones to explore (e.g., the small car is also a rattle, the large fire truck\'s ladder moves, etc.) The cars are also very sturdy (as has been proven by my son repeatedly banging them together,) and they are easy for little hands to grab onto. At 6 months of age, my son really enjoys looking at the toys, passing them from one hand to the other, banging them together, and, of course, putting them in his mouth. I imagine this toy will remain one of my son\'s favorites as he learns to stack them and roll them on the floor. I would highly recommend this item.",5,"thi is a wonder toy that is fun, educational, and affordable! the car are differ colors, and each ha a differ number, 1 - 4, to help a child learn count and colors. they also stack on top of each other and nest insid of each other.(th nest featur is great for storag too). each car ha a neat fun featur for littl one to explor (e.g., the small car is also a rattle, the larg fire truck\' ladder moves, etc.) the car are also veri sturdi (a ha been proven by my son repeatedli bang them together,) and they are easi for littl hand to grab onto. at 6 month of age, my son realli enjoy look at the toys, pass them from one hand to the other, bang them together, and, of course, put them in hi mouth. i imagin thi toy will remain one of my son\' favorit as he learn to stack them and roll them on the floor. i would highli recommend thi item."
234,The First Years Massaging Action Teether,"all three of my kids have had one of these teethers, and it\'s been the favorite for all of them. i buy one for any expectant friend or family member. in our experience, the batteries last about a year & 1/2.",5,"all three of my kid have had one of these teethers, and it\' been the favorit for all of them. i buy one for ani expect friend or famili member. in our experience, the batteri last about a year & 1/2."
235,The First Years Massaging Action Teether,"I\'ve tried this for almost 6 months at different points of our kid teething and she\'s just not that into this. It\'s really heavy for a baby. When I would hold the vibrating setting on my kid would watch for a bit and even try it but just seemed bored with it and would move on. The yellow part also attracts dust and fiber out of the air like a magnet. It is ALWAYS dirty. I\'m not that particular when it comes to dirt and baby stuff but it grosses me out. It\'s also only wire clean, so it\'s a more high maintenance toy.",2,"i\'v tri thi for almost 6 month at differ point of our kid teeth and she\' just not that into this. it\' realli heavi for a baby. when i would hold the vibrat set on my kid would watch for a bit and even tri it but just seem bore with it and would move on. the yellow part also attract dust and fiber out of the air like a magnet. it is alway dirty. i\'m not that particular when it come to dirt and babi stuff but it gross me out. it\' also onli wire clean, so it\' a more high mainten toy."
236,The First Years Massaging Action Teether,"This teether is ridiculous. It\'s huge, it\'s hard to clamp down on, and my daughter had no idea what was going on when it started vibrating in her mouth.It\'s just too big, awkward, and hard to push down on. Not worth the money, in my opinion.",1,"thi teether is ridiculous. it\' huge, it\' hard to clamp down on, and my daughter had no idea what wa go on when it start vibrat in her mouth.it\' just too big, awkward, and hard to push down on. not worth the money, in my opinion."
237,The First Years Massaging Action Teether,One of my friends recommended this for me for my daughter when she was teething. It was the only thing that made her stop crying when she was teething and I tried everything imaginable. I had to hold it to make it vibrate because her mouth wasn\'t strong enough but it made her so happy and cuddly that is far from a complaint. Have recommended it to lots of my friends and they all love it.,5,one of my friend recommend thi for me for my daughter when she wa teething. it wa the onli thing that made her stop cri when she wa teeth and i tri everyth imaginable. i had to hold it to make it vibrat becaus her mouth wasn\'t strong enough but it made her so happi and cuddli that is far from a complaint. have recommend it to lot of my friend and they all love it.
238,The First Years Massaging Action Teether,"Great teether as it has a good texture, is easy to handle and massages the gums while baby is chewing on it.",5,"great teether as it ha a good texture, is easi to handl and massag the gum while babi is chew on it."
239,The First Years Massaging Action Teether,"I ordered this product after reading many of the other reviews, and I\'m also pleased with this purchase. My daughter is 10-months-old and her first tooth just came through, and we\'d tried everything to soothe her gums: ice cubes, teething rings, cold washcloths, you name it. At first she wasn\'t terribly interested in the toy, but then I took it and put it in my mouth and handed it back to her. She put it in her mouth, and I squeezed the other side to make it vibrate. The look on her face was priceless! Her eyebrows went up and I noticed she bit down harder (so I could let go), and she seemed to really like the vibration. This has since become her go-to toy when her gums seem to bother her. Also, I discovered she likes to have the little roller on the handle rubbed up and down her back. All in all this is a really well made toy that worked for my daughter exactly how I\'d hoped.",5,"i order thi product after read mani of the other reviews, and i\'m also pleas with thi purchase. my daughter is 10-months-old and her first tooth just came through, and we\'d tri everyth to sooth her gums: ice cubes, teeth rings, cold washcloths, you name it. at first she wasn\'t terribl interest in the toy, but then i took it and put it in my mouth and hand it back to her. she put it in her mouth, and i squeez the other side to make it vibrate. the look on her face wa priceless! her eyebrow went up and i notic she bit down harder (so i could let go), and she seem to realli like the vibration. thi ha sinc becom her go-to toy when her gum seem to bother her. also, i discov she like to have the littl roller on the handl rub up and down her back. all in all thi is a realli well made toy that work for my daughter exactli how i\'d hoped."
240,The First Years Massaging Action Teether,my 5mth old daughter really likes this teething toy. it has just the right amount of vibration and it triggered easily enough where she can activate it herself with little effort. i like that the 3 sides of the star have different ribbing so it feels different on her gums. great product for the money and a must have for a teething baby.,5,my 5mth old daughter realli like thi teeth toy. it ha just the right amount of vibrat and it trigger easili enough where she can activ it herself with littl effort. i like that the 3 side of the star have differ rib so it feel differ on her gums. great product for the money and a must have for a teeth baby.
241,The First Years Massaging Action Teether,"My 10 month old grandson thought the movement of this toy was funny! He laughs when it moves! Saying this, he does put it in his mouth but pulls it out to laugh So, I love this Teether because it makes him so happy NOT because it massages his teeth!",5,"my 10 month old grandson thought the movement of thi toy wa funny! he laugh when it moves! say this, he doe put it in hi mouth but pull it out to laugh so, i love thi teether becaus it make him so happi not becaus it massag hi teeth!"
242,The First Years Massaging Action Teether,"My four month old started teething around two months, he has pretty impressive motor skills when it comes to using his hands but this teether is huge and you really have to apply quite a bit of pressure for it to vibrate. My other son who is two and also teething shows absolutely no intrest in this at all. Maybe in a couple more months....",1,"my four month old start teeth around two months, he ha pretti impress motor skill when it come to use hi hand but thi teether is huge and you realli have to appli quit a bit of pressur for it to vibrate. my other son who is two and also teeth show absolut no intrest in thi at all. mayb in a coupl more months...."
243,The First Years Massaging Action Teether,It is a good teether for my handicapped student. But the ability to bit down is required which is hard for my student.,4,it is a good teether for my handicap student. but the abil to bit down is requir which is hard for my student.
244,The First Years Massaging Action Teether,"It is a great toy for them to chew and play with, but it is a bit harder for smaller babies to chew on. The vibration was a bit stronger than I was expecting, but it does not seem to bother my son a bit.",5,"it is a great toy for them to chew and play with, but it is a bit harder for smaller babi to chew on. the vibrat wa a bit stronger than i wa expecting, but it doe not seem to bother my son a bit."
245,The First Years Massaging Action Teether,"My daughter is two months and loves this in her mouth.  She seem to like the points and the softer rubber than theInfantino Vibrating Strawberry Teether.  Also it requires less pressure to make vibrate.  No she is not teething yet and no she cannot make it vibrate yet.  But if you pinch it for her, their are three different point surfaces and yes she has her favorite.  If she is getting a bit cranky, there are times this will turn her back into all smiles.  At this point, she seems to ""chew"" and vigorously suck on the points.",5,"my daughter is two month and love thi in her mouth. she seem to like the point and the softer rubber than theinfantino vibrat strawberri teether. also it requir less pressur to make vibrate. no she is not teeth yet and no she cannot make it vibrat yet. but if you pinch it for her, their are three differ point surfac and ye she ha her favorite. if she is get a bit cranky, there are time thi will turn her back into all smiles. at thi point, she seem to ""chew"" and vigor suck on the points."
246,The First Years Massaging Action Teether,This is a good idea but it takes a lot of pressure for my 7 month old granddaughter to make it vibrate.  I can squeeze one corner to make it vibrate while she chews on the other end.  Otherwise she chews it like a regular teething you.,3,thi is a good idea but it take a lot of pressur for my 7 month old granddaught to make it vibrate. i can squeez one corner to make it vibrat while she chew on the other end. otherwis she chew it like a regular teeth you.
247,The First Years Massaging Action Teether,"The older one of these lasted us several years for my special needs daughter who likes the vibration. This one lasted 3 months before the battery died. Folks, you need to work on battery life or just go back to the old style teether!",1,"the older one of these last us sever year for my special need daughter who like the vibration. thi one last 3 month befor the batteri died. folks, you need to work on batteri life or just go back to the old style teether!"
248,The First Years Massaging Action Teether,"A must in addition to all the teething toys. Next to Sophie the giraffe this is his favorite. I. Don\'t really know if the vibration massages. His gums, but he does enjoy biting into it a lot!",5,"a must in addit to all the teeth toys. next to sophi the giraff thi is hi favorite. i. don\'t realli know if the vibrat massages. hi gums, but he doe enjoy bite into it a lot!"
249,The First Years Massaging Action Teether,"My little guy loves his star teether! It\'s great entertainment for him, and he likes the opposite spinning side too. It was easy to introduce to him, and easy to clean too!",5,"my littl guy love hi star teether! it\' great entertain for him, and he like the opposit spin side too. it wa easi to introduc to him, and easi to clean too!"
250,The First Years Massaging Action Teether,This product sucks. My little boy LOVES to chew on things while he\'s teething - and he bites down hard. He was never able to bite hard enough to get this dumb thing to vibrate. Very disappointing.,1,thi product sucks. my littl boy love to chew on thing while he\' teeth - and he bite down hard. he wa never abl to bite hard enough to get thi dumb thing to vibrate. veri disappointing.
251,The First Years Massaging Action Teether,"The yellow part vibrates once little gums/teeth chomp down on it. easy to hold on to, can easily hook (Via rings or carabiner) to a diaper bag etc. Both my kids loved it while teething.",5,"the yellow part vibrat onc littl gums/teeth chomp down on it. easi to hold on to, can easili hook (via ring or carabiner) to a diaper bag etc. both my kid love it while teething."
252,The First Years Massaging Action Teether,My son is 4 months old and can not quite get a hang of other teethers. Some of them you have to bend in a specific direction to make the vibration happen. This teether is great. They just bite down (naturally) and the vibration helps with the comfort. I love it!,5,my son is 4 month old and can not quit get a hang of other teethers. some of them you have to bend in a specif direct to make the vibrat happen. thi teether is great. they just bite down (naturally) and the vibrat help with the comfort. i love it!
253,The First Years Massaging Action Teether,This arrived the next day after I bought it and I was very grateful!  We had one other one that my son managed to lose and he was miserable without it!  It really helped soothe his mouth while he was teething!,5,thi arriv the next day after i bought it and i wa veri grateful! we had one other one that my son manag to lose and he wa miser without it! it realli help sooth hi mouth while he wa teething!
254,The First Years Massaging Action Teether,"I have two of these teethers and both see variable use as my little guy goes through teething spurts.In between, he actually likes sitting or kneeling on the star to get it to vibrate.But as soon as his gums start hurting, he goes straight for this toy.Also, it\'s a smart packaging extra to have the \'free ring\' on top which clearly doubles for hanging purposes.",4,"i have two of these teether and both see variabl use as my littl guy goe through teeth spurts.in between, he actual like sit or kneel on the star to get it to vibrate.but as soon as hi gum start hurting, he goe straight for thi toy.also, it\' a smart packag extra to have the \'free ring\' on top which clearli doubl for hang purposes."
255,The First Years Massaging Action Teether,"My son is obsessed with this teether!! He was first more fascinated with spinning the bottom part and chewing on that but after 4 months of having it, he has now switched and loves the rubber/vibrating part. I don\'t know what I would do without this one, I think it is a must have! Not only a teether but a toy as well :)",5,"my son is obsess with thi teether!! he wa first more fascin with spin the bottom part and chew on that but after 4 month of have it, he ha now switch and love the rubber/vibr part. i don\'t know what i would do without thi one, i think it is a must have! not onli a teether but a toy as well :)"
256,The First Years Massaging Action Teether,"I bought this for upcoming teething, and we still don\'t seem to be there, but my baby just thinks this thing is good fun.  She bites on it and the vibration cracks her up.  That\'s enough for me!",5,"i bought thi for upcom teething, and we still don\'t seem to be there, but my babi just think thi thing is good fun. she bite on it and the vibrat crack her up. that\' enough for me!"
257,The First Years Massaging Action Teether,My LO is definitely teething and I\'ve tried giving this to her but she can never get the massager to go at it on her own.  I will have to put it in her mouth and press it at the same time.  She looks at me and I imagine her thinking &#34;what the heck is that&#34; and she pulls her face away.  I\'m hoping she\'ll want to use it again before her teeth actually come in since I can\'t return it at this point.  We\'re sticking to the fake keys and her little Sophie the Giraffe for now.,2,my lo is definit teeth and i\'v tri give thi to her but she can never get the massag to go at it on her own. i will have to put it in her mouth and press it at the same time. she look at me and i imagin her think &#34;what the heck is that&#34; and she pull her face away. i\'m hope she\'ll want to use it again befor her teeth actual come in sinc i can\'t return it at thi point. we\'r stick to the fake key and her littl sophi the giraff for now.
258,The First Years Massaging Action Teether,"Bought this based on the reviews. My daughter is an early teether at 3 months old. My only complaint is that she has a hard time activating the vibration by biting hard enough. This has allot to do with her age. I have to hold one of the corners for her to activate the vibration. She LOVES it, I only wish it had an on/off switch so I didn\'t have to hold it for her. She actually cries when I try to take it away from her.",4,"bought thi base on the reviews. my daughter is an earli teether at 3 month old. my onli complaint is that she ha a hard time activ the vibrat by bite hard enough. thi ha allot to do with her age. i have to hold one of the corner for her to activ the vibration. she love it, i onli wish it had an on/off switch so i didn\'t have to hold it for her. she actual cri when i tri to take it away from her."
259,The First Years Massaging Action Teether,My baby loves the vibrations on his teeth. He also shakes it like a rattle. This product is good quality.,5,my babi love the vibrat on hi teeth. he also shake it like a rattle. thi product is good quality.
260,The First Years Massaging Action Teether,I\'ve bought several teethers and this i one of the best ones. The vibration helps ease the discomfort and the colors make it also very interesting.,5,i\'v bought sever teether and thi i one of the best ones. the vibrat help eas the discomfort and the color make it also veri interesting.
261,The First Years Massaging Action Teether,"I know it\'s a safety feature, but it is unfortunate that the batteries are not replaceable in this, because I will probably have to buy another one of these soon, because my little one LOVES this.  He seemed to hate all other teething options out there...even Sophie he had to learn to love (he\'s does like it now), but this he gnaws away on vigorously.The star shaped chewing part is a little big and that worried me a bit when I first got it, but it actually hasn\'t seemed to bother him that much.  So far (he got this at 5 months) he can\'t always make the vibration happen himself but, 1)It\'s not that difficult for me to just push down on it as I\'m holding it for him since I like how it calms him down and 2) even when it doesn\'t vibrate, he still loves to chew away at it.  He has learned over time a bit better about how hard to bite down to make it go too and that it will go by chewing on any of the three available &#34;tips&#34; to the star.He also really likes the little spinning rattle on the end and it has little nibs that he likes to chomp on too (even though it is hard plastic and the star is rubber like).  It is a &#34;substantial&#34;  toy though, so if your little one is in the phase of swinging toys around really hard, they may bonk themselves now and again, but our son seemed relatively un-phased by that.",5,"i know it\' a safeti feature, but it is unfortun that the batteri are not replac in this, becaus i will probabl have to buy anoth one of these soon, becaus my littl one love this. he seem to hate all other teeth option out there...even sophi he had to learn to love (he\' doe like it now), but thi he gnaw away on vigorously.th star shape chew part is a littl big and that worri me a bit when i first got it, but it actual hasn\'t seem to bother him that much. so far (he got thi at 5 months) he can\'t alway make the vibrat happen himself but, 1)it\' not that difficult for me to just push down on it as i\'m hold it for him sinc i like how it calm him down and 2) even when it doesn\'t vibrate, he still love to chew away at it. he ha learn over time a bit better about how hard to bite down to make it go too and that it will go by chew on ani of the three avail &#34;tips&#34; to the star.h also realli like the littl spin rattl on the end and it ha littl nib that he like to chomp on too (even though it is hard plastic and the star is rubber like). it is a &#34;substantial&#34; toy though, so if your littl one is in the phase of swing toy around realli hard, they may bonk themselv now and again, but our son seem rel un-phas by that."
262,The First Years Massaging Action Teether,I got this for my son when he was about 8 months. he loved bitting it and he carry it all over the house. He is now 18 months and it still works plus he still bits on it too. I found it very easy to clean too.,5,i got thi for my son when he wa about 8 months. he love bit it and he carri it all over the house. he is now 18 month and it still work plu he still bit on it too. i found it veri easi to clean too.
263,The First Years Massaging Action Teether,"This thing is big. Baby can grow into it. It really does help when I hold it and turn it on for him. If he isn\'t done with it he is sure to let me know. Which to me translates that he likes it. I\'m not sure how I feel about the sticky feeling plastic, seems unnecessary and everything sticks to it.",4,"thi thing is big. babi can grow into it. it realli doe help when i hold it and turn it on for him. if he isn\'t done with it he is sure to let me know. which to me translat that he like it. i\'m not sure how i feel about the sticki feel plastic, seem unnecessari and everyth stick to it."
264,The First Years Massaging Action Teether,"If I can recommend one teether to buy for your teething baby, it would be this one. The vibration made it fun and it took the edge off for my little guy. The shape/handle made it really easy for him to hold. We never leave the house without this thing and it is the go-to gift I give to all my expecting friends.",5,"if i can recommend one teether to buy for your teeth baby, it would be thi one. the vibrat made it fun and it took the edg off for my littl guy. the shape/handl made it realli easi for him to hold. we never leav the hous without thi thing and it is the go-to gift i give to all my expect friends."
265,The First Years Massaging Action Teether,"Baby loves this teether. Nice to have something different from all of the other teethers out there. The nice thing is that when she no longer wants it to vibrate, she still has fun the with handle the spins. Great product and it has lasted despite being thrown all around.",5,"babi love thi teether. nice to have someth differ from all of the other teether out there. the nice thing is that when she no longer want it to vibrate, she still ha fun the with handl the spins. great product and it ha last despit be thrown all around."
266,The First Years Massaging Action Teether,"I had bought a similar toy like this in the 90\'s for my daughter when she was teething and now she has children. I bought one for my grandson, then more recently this one for my granddaughter. Babies love the sensation it gives them when their front teeth are coming out and making them miserable. I believe it relieves them of some of their pain and I highly recommend any parent with teething babies to get this toy for them! It is a sturdy product and you don\'t have to worry about any little parts coming loose or damaged. My babies and grandkids abused theirs and it still took the beating.",5,"i had bought a similar toy like thi in the 90\' for my daughter when she wa teeth and now she ha children. i bought one for my grandson, then more recent thi one for my granddaughter. babi love the sensat it give them when their front teeth are come out and make them miserable. i believ it reliev them of some of their pain and i highli recommend ani parent with teeth babi to get thi toy for them! it is a sturdi product and you don\'t have to worri about ani littl part come loos or damaged. my babi and grandkid abus their and it still took the beating."
